,url_num_hyphens_dom,url_hostname_len,url_num_dots,url_num_underscores,url_ip_present,url_entropy,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('object'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a')
622,0.0,16.0,2.0,0.0,0.0,3.849223912,0.0,2.0,0.0,1.0,1.0,0.0,0.0
3213,0.0,11.0,1.0,0.0,0.0,3.522571589,0.0,9.0,0.0,1.0,1.0,1.0,2.0
2512,0.0,9.0,2.0,0.0,0.0,4.850075409,1.0,54.0,0.0,1.0,1.0,1.0,30.0
2827,0.0,14.0,3.0,1.0,0.0,4.436260028,0.0,13.0,0.0,1.0,1.0,0.0,51.0
1833,0.0,12.0,2.0,0.0,0.0,3.587858798,0.0,11.0,0.0,1.0,1.0,0.0,101.0
1275,1.0,26.0,1.0,0.0,0.0,4.197325709,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2209,0.0,24.0,2.0,0.0,0.0,4.32484873,0.0,22.0,0.0,1.0,1.0,1.0,84.0
163,0.0,27.0,2.0,0.0,0.0,3.829741775,0.0,7.0,0.0,1.0,1.0,1.0,65.0
1755,0.0,18.0,2.0,0.0,0.0,4.16385619,0.0,22.0,0.0,1.0,1.0,1.0,73.0
2049,1.0,21.0,2.0,1.0,0.0,4.077441576,0.0,33.0,0.0,1.0,1.0,1.0,76.0
2382,0.0,13.0,1.0,0.0,0.0,3.663532755,0.0,18.0,0.0,1.0,1.0,2.0,2.0
2811,0.0,15.0,4.0,0.0,1.0,3.922589574,0.0,7.0,0.0,1.0,0.0,0.0,0.0
408,0.0,11.0,2.0,3.0,0.0,4.723762079,0.0,2.0,0.0,1.0,1.0,0.0,5.0
142,0.0,11.0,3.0,0.0,1.0,3.46132014,0.0,0.0,0.0,1.0,1.0,0.0,1.0
22,0.0,14.0,3.0,0.0,1.0,3.177566232,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1772,2.0,34.0,3.0,0.0,0.0,4.351168911,0.0,2.0,0.0,1.0,1.0,1.0,16.0
1005,0.0,12.0,1.0,0.0,0.0,4.07674143,0.0,13.0,0.0,1.0,1.0,0.0,30.0
641,1.0,28.0,2.0,0.0,0.0,4.277871086,0.0,2.0,0.0,1.0,1.0,1.0,15.0
2405,0.0,12.0,2.0,0.0,0.0,3.646439345,1.0,9.0,0.0,1.0,1.0,1.0,234.0
1344,0.0,12.0,1.0,0.0,0.0,4.178372285,0.0,9.0,0.0,1.0,1.0,0.0,3.0
384,0.0,13.0,7.0,5.0,0.0,4.597040162,0.0,17.0,0.0,1.0,1.0,0.0,56.0
888,0.0,17.0,1.0,0.0,0.0,4.473048041,0.0,9.0,0.0,1.0,1.0,1.0,4.0
2721,0.0,11.0,8.0,3.0,0.0,3.675835005,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1086,2.0,56.0,5.0,0.0,0.0,4.460840576,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3501,0.0,23.0,6.0,0.0,1.0,4.543182609,0.0,5.0,0.0,1.0,1.0,1.0,3.0
531,0.0,17.0,2.0,0.0,0.0,4.053508855,0.0,13.0,0.0,0.0,1.0,1.0,62.0
1855,0.0,19.0,3.0,0.0,0.0,4.086048612,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1937,0.0,18.0,2.0,0.0,0.0,4.24385619,1.0,6.0,0.0,1.0,1.0,2.0,19.0
3334,0.0,26.0,3.0,0.0,0.0,4.184774569,0.0,2.0,0.0,1.0,1.0,1.0,15.0
3554,0.0,13.0,1.0,0.0,0.0,3.821928095,3.0,16.0,0.0,1.0,1.0,0.0,71.0
1934,3.0,39.0,2.0,0.0,0.0,4.263715778,0.0,3.0,0.0,1.0,1.0,0.0,1.0
1673,0.0,23.0,12.0,0.0,0.0,3.974745887,0.0,15.0,0.0,1.0,1.0,1.0,14.0
2111,0.0,7.0,2.0,1.0,0.0,3.963944313,0.0,3.0,0.0,1.0,1.0,0.0,0.0
3332,1.0,16.0,2.0,0.0,0.0,4.163438256,0.0,1.0,0.0,1.0,1.0,1.0,18.0
1149,1.0,23.0,1.0,0.0,0.0,3.968139062,0.0,2.0,0.0,1.0,1.0,1.0,16.0
786,0.0,16.0,3.0,0.0,0.0,3.942951743,0.0,0.0,0.0,1.0,1.0,2.0,121.0
1586,1.0,14.0,2.0,0.0,0.0,5.326577995,0.0,0.0,0.0,1.0,1.0,1.0,8.0
3507,1.0,17.0,4.0,0.0,0.0,5.566057159,0.0,4.0,0.0,1.0,1.0,1.0,0.0
3470,0.0,20.0,2.0,0.0,0.0,3.926272374,0.0,1.0,0.0,1.0,1.0,0.0,78.0
3658,0.0,14.0,3.0,0.0,1.0,3.499227542,0.0,0.0,0.0,1.0,1.0,0.0,1.0
3204,2.0,22.0,2.0,0.0,0.0,4.047299098,0.0,0.0,1.0,1.0,1.0,0.0,292.0
952,0.0,20.0,3.0,0.0,0.0,4.060262039,0.0,8.0,0.0,1.0,1.0,0.0,7.0
2162,1.0,19.0,3.0,0.0,0.0,4.539593234,0.0,24.0,0.0,1.0,1.0,1.0,34.0
2346,0.0,12.0,2.0,0.0,0.0,4.13530321,0.0,3.0,0.0,1.0,1.0,1.0,13.0
3533,0.0,14.0,2.0,0.0,0.0,3.995715327,0.0,7.0,0.0,1.0,1.0,1.0,198.0
1575,0.0,16.0,1.0,0.0,0.0,4.107156231,0.0,45.0,0.0,1.0,1.0,1.0,52.0
1957,0.0,23.0,7.0,0.0,0.0,4.309866496,0.0,3.0,0.0,1.0,1.0,1.0,2.0
2616,1.0,23.0,2.0,0.0,0.0,4.288964558,0.0,2.0,0.0,1.0,1.0,1.0,13.0
3183,1.0,13.0,1.0,0.0,0.0,3.499227542,0.0,3.0,0.0,1.0,1.0,2.0,131.0
2958,2.0,28.0,2.0,0.0,0.0,4.197365446,0.0,2.0,0.0,1.0,1.0,1.0,16.0
2723,0.0,13.0,2.0,0.0,0.0,4.142295219,0.0,5.0,0.0,1.0,1.0,1.0,24.0
1332,0.0,24.0,2.0,1.0,0.0,4.41366069,0.0,12.0,0.0,1.0,1.0,2.0,15.0
1844,1.0,18.0,2.0,0.0,0.0,3.980169408,2.0,16.0,0.0,1.0,1.0,2.0,101.0
2210,1.0,28.0,1.0,0.0,0.0,3.86382639,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2545,2.0,27.0,3.0,0.0,0.0,4.368042423,0.0,6.0,0.0,1.0,2.0,1.0,38.0
754,1.0,18.0,2.0,0.0,0.0,4.072431251,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2570,4.0,61.0,3.0,2.0,0.0,4.874256191,1.0,9.0,0.0,1.0,1.0,1.0,25.0
1379,1.0,17.0,4.0,0.0,0.0,4.370513921,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2934,6.0,56.0,3.0,0.0,0.0,4.41462176,0.0,0.0,0.0,1.0,1.0,1.0,8.0
2102,0.0,17.0,2.0,1.0,0.0,4.141604168,0.0,13.0,0.0,1.0,1.0,1.0,44.0
286,3.0,39.0,2.0,0.0,0.0,4.264460876,0.0,9.0,0.0,1.0,1.0,1.0,4.0
2867,0.0,13.0,4.0,0.0,0.0,4.960054379,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3122,0.0,17.0,1.0,0.0,0.0,4.287447054,0.0,9.0,0.0,1.0,1.0,1.0,4.0
1079,0.0,22.0,4.0,0.0,0.0,4.714167577,0.0,7.0,0.0,1.0,1.0,0.0,10.0
1512,1.0,30.0,2.0,0.0,0.0,4.123483087,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2683,2.0,32.0,2.0,0.0,0.0,4.32507052,0.0,3.0,0.0,1.0,1.0,1.0,6.0
135,0.0,19.0,4.0,0.0,0.0,4.401551859,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2347,2.0,32.0,2.0,0.0,0.0,4.22597913,0.0,2.0,0.0,1.0,1.0,1.0,15.0
2193,1.0,21.0,2.0,0.0,0.0,3.961429271,0.0,20.0,0.0,1.0,1.0,5.0,163.0
211,0.0,15.0,3.0,0.0,0.0,4.628085279,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2805,0.0,13.0,4.0,0.0,1.0,3.922589574,0.0,3.0,0.0,1.0,1.0,1.0,1.0
274,0.0,12.0,2.0,0.0,0.0,3.905764585,0.0,6.0,0.0,1.0,1.0,1.0,8.0
88,3.0,42.0,2.0,0.0,0.0,4.166132729,0.0,2.0,0.0,1.0,1.0,1.0,16.0
298,0.0,24.0,3.0,0.0,0.0,4.192321821,0.0,2.0,0.0,1.0,1.0,1.0,15.0
567,0.0,21.0,3.0,0.0,0.0,4.919394608,0.0,0.0,0.0,1.0,1.0,0.0,2.0
315,1.0,28.0,4.0,0.0,0.0,4.294663586,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2153,0.0,26.0,1.0,0.0,0.0,4.07967865,1.0,9.0,0.0,1.0,1.0,1.0,0.0
3150,0.0,17.0,2.0,0.0,0.0,3.855388542,1.0,6.0,0.0,1.0,1.0,3.0,162.0
2022,0.0,39.0,2.0,0.0,0.0,4.840602727,0.0,4.0,0.0,1.0,1.0,1.0,3.0
3595,0.0,14.0,3.0,5.0,0.0,4.81406635,0.0,2.0,0.0,1.0,1.0,0.0,2.0
2891,0.0,13.0,26.0,18.0,0.0,4.780469616,0.0,1.0,0.0,1.0,1.0,0.0,0.0
528,2.0,21.0,2.0,0.0,0.0,4.057855989,0.0,2.0,0.0,1.0,1.0,1.0,18.0
3402,0.0,17.0,2.0,0.0,0.0,3.834962501,1.0,6.0,0.0,1.0,1.0,2.0,19.0
308,0.0,15.0,2.0,0.0,0.0,4.547109249,0.0,11.0,0.0,1.0,1.0,1.0,70.0
1506,0.0,16.0,3.0,3.0,0.0,4.739572262,0.0,9.0,0.0,1.0,1.0,0.0,19.0
1375,0.0,22.0,2.0,0.0,0.0,4.030394788,0.0,22.0,0.0,1.0,1.0,1.0,70.0
1135,0.0,16.0,2.0,0.0,0.0,3.849223912,0.0,24.0,0.0,1.0,1.0,0.0,153.0
1204,1.0,17.0,1.0,0.0,0.0,3.83326969,0.0,3.0,0.0,1.0,1.0,0.0,0.0
1319,1.0,15.0,1.0,0.0,0.0,3.518369979,0.0,11.0,0.0,1.0,1.0,19.0,47.0
833,0.0,17.0,4.0,0.0,0.0,4.608793931,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2112,0.0,17.0,1.0,0.0,0.0,4.463280518,0.0,9.0,0.0,1.0,1.0,1.0,4.0
1684,0.0,26.0,3.0,1.0,0.0,4.255926916,1.0,3.0,0.0,1.0,1.0,1.0,51.0
2289,0.0,17.0,3.0,2.0,0.0,4.811037745,0.0,2.0,0.0,1.0,1.0,0.0,5.0
3208,0.0,22.0,3.0,0.0,0.0,4.751152402,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2006,0.0,9.0,2.0,0.0,0.0,4.274860751,0.0,1.0,0.0,1.0,2.0,1.0,1.0
2769,1.0,15.0,1.0,1.0,0.0,4.795088586,0.0,2.0,0.0,1.0,1.0,0.0,5.0
2401,0.0,13.0,4.0,0.0,1.0,4.902193047,0.0,1.0,0.0,1.0,1.0,1.0,16.0
1167,2.0,30.0,2.0,0.0,0.0,4.146990342,0.0,2.0,0.0,1.0,1.0,1.0,16.0
629,0.0,24.0,1.0,0.0,0.0,4.171474188,0.0,10.0,0.0,1.0,1.0,2.0,15.0
2611,0.0,24.0,3.0,0.0,0.0,4.389422089,0.0,2.0,0.0,1.0,1.0,1.0,16.0
2936,0.0,21.0,1.0,0.0,0.0,3.88333746,0.0,5.0,0.0,1.0,1.0,1.0,93.0
3301,0.0,12.0,1.0,0.0,0.0,3.653756708,0.0,16.0,0.0,1.0,1.0,2.0,2.0
2779,0.0,41.0,3.0,0.0,0.0,4.313190711,0.0,4.0,0.0,1.0,1.0,1.0,0.0
2142,0.0,9.0,4.0,1.0,0.0,3.88279146,1.0,4.0,0.0,1.0,1.0,0.0,15.0
1863,0.0,16.0,4.0,14.0,0.0,4.619209542,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1223,4.0,46.0,2.0,0.0,0.0,4.453690048,0.0,2.0,0.0,1.0,1.0,1.0,16.0
3446,0.0,13.0,4.0,1.0,1.0,4.243158792,0.0,1.0,0.0,1.0,1.0,1.0,9.0
3241,0.0,11.0,3.0,0.0,0.0,4.546409862,0.0,13.0,0.0,1.0,1.0,1.0,95.0
2380,2.0,18.0,1.0,1.0,0.0,4.784431521,0.0,14.0,0.0,1.0,1.0,1.0,44.0
159,0.0,4.0,1.0,0.0,0.0,3.501397825,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3345,0.0,15.0,2.0,0.0,0.0,4.024511493,1.0,29.0,0.0,1.0,1.0,0.0,130.0
2672,0.0,27.0,2.0,0.0,0.0,4.217374036,0.0,2.0,0.0,1.0,1.0,1.0,16.0
3423,0.0,14.0,1.0,2.0,0.0,5.45670958,0.0,16.0,0.0,1.0,1.0,2.0,2.0
371,1.0,20.0,1.0,0.0,0.0,3.9677201,0.0,2.0,0.0,1.0,1.0,1.0,19.0
2133,1.0,20.0,1.0,0.0,0.0,3.995237891,0.0,3.0,0.0,1.0,1.0,1.0,0.0
3546,2.0,35.0,1.0,0.0,0.0,4.145542947,0.0,14.0,0.0,1.0,1.0,1.0,33.0
3435,0.0,20.0,2.0,0.0,0.0,4.355388542,0.0,10.0,0.0,1.0,1.0,0.0,27.0
2339,0.0,16.0,2.0,0.0,0.0,3.970175521,0.0,16.0,0.0,1.0,1.0,1.0,3.0
1554,0.0,16.0,3.0,0.0,0.0,4.262093804,0.0,31.0,0.0,1.0,1.0,2.0,49.0
239,0.0,20.0,2.0,0.0,0.0,4.121653522,0.0,17.0,1.0,1.0,1.0,0.0,144.0
1430,0.0,19.0,3.0,0.0,0.0,4.685800927,1.0,17.0,0.0,1.0,1.0,0.0,45.0
1980,0.0,17.0,2.0,0.0,0.0,3.970175521,0.0,12.0,0.0,1.0,1.0,1.0,34.0
2204,0.0,17.0,1.0,0.0,0.0,4.290777839,0.0,9.0,0.0,1.0,1.0,1.0,4.0
618,0.0,18.0,2.0,0.0,0.0,4.193251964,0.0,2.0,0.0,1.0,1.0,1.0,16.0
1091,0.0,11.0,2.0,3.0,0.0,4.832446651,0.0,1.0,0.0,1.0,1.0,0.0,0.0
295,0.0,14.0,3.0,2.0,0.0,4.898246607,0.0,9.0,0.0,1.0,1.0,0.0,0.0
430,0.0,15.0,3.0,4.0,0.0,4.956047577,0.0,3.0,0.0,1.0,1.0,0.0,10.0
279,0.0,15.0,2.0,0.0,0.0,3.788754914,0.0,3.0,0.0,1.0,1.0,1.0,30.0
3433,0.0,12.0,3.0,1.0,0.0,4.466405641,0.0,7.0,0.0,1.0,1.0,0.0,11.0
27,0.0,16.0,1.0,0.0,0.0,3.866729297,0.0,22.0,0.0,1.0,1.0,1.0,24.0
2938,0.0,17.0,2.0,1.0,0.0,4.327567157,0.0,13.0,0.0,1.0,1.0,1.0,44.0
2519,1.0,13.0,2.0,0.0,0.0,4.066784213,0.0,2.0,0.0,1.0,1.0,1.0,15.0
1658,1.0,28.0,1.0,0.0,0.0,4.62722103,0.0,12.0,0.0,1.0,1.0,1.0,5.0
722,0.0,13.0,1.0,0.0,0.0,3.97366069,0.0,2.0,0.0,1.0,0.0,0.0,32.0
969,2.0,34.0,1.0,0.0,0.0,4.022641705,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2450,0.0,14.0,2.0,1.0,0.0,4.825745289,0.0,1.0,0.0,1.0,2.0,1.0,0.0
3312,1.0,28.0,2.0,0.0,0.0,4.071581588,0.0,28.0,0.0,1.0,1.0,1.0,180.0
2788,0.0,17.0,1.0,0.0,0.0,4.338663285,0.0,9.0,0.0,1.0,1.0,1.0,4.0
950,0.0,13.0,3.0,0.0,0.0,4.430198929,0.0,2.0,0.0,1.0,1.0,0.0,0.0
1212,2.0,29.0,2.0,0.0,0.0,4.098117812,0.0,9.0,0.0,1.0,1.0,0.0,0.0
1429,0.0,25.0,4.0,1.0,0.0,4.610058226,0.0,0.0,0.0,1.0,1.0,0.0,3.0
426,0.0,20.0,3.0,1.0,0.0,4.631328386,0.0,33.0,0.0,1.0,1.0,2.0,67.0
3547,0.0,20.0,4.0,14.0,0.0,4.578650703,0.0,0.0,0.0,1.0,1.0,0.0,1.0
175,0.0,11.0,1.0,0.0,0.0,4.408215563,0.0,9.0,0.0,1.0,1.0,0.0,48.0
1925,0.0,18.0,2.0,0.0,0.0,4.064338937,0.0,17.0,1.0,1.0,1.0,0.0,145.0
3373,3.0,35.0,2.0,0.0,0.0,4.100228708,0.0,1.0,0.0,1.0,1.0,0.0,0.0
593,0.0,11.0,1.0,0.0,0.0,4.2333985,0.0,9.0,0.0,1.0,1.0,4.0,201.0
404,0.0,17.0,2.0,0.0,0.0,3.886842188,0.0,21.0,0.0,1.0,1.0,2.0,69.0
491,0.0,12.0,2.0,0.0,0.0,4.777369171,0.0,3.0,0.0,1.0,1.0,0.0,1.0
2896,0.0,22.0,2.0,0.0,0.0,3.828072996,4.0,29.0,0.0,1.0,1.0,1.0,55.0
824,0.0,19.0,3.0,0.0,0.0,4.264432994,0.0,2.0,0.0,1.0,1.0,1.0,3.0
847,1.0,11.0,2.0,2.0,0.0,4.819244739,0.0,2.0,0.0,1.0,1.0,0.0,5.0
2532,0.0,13.0,1.0,0.0,0.0,3.621928095,0.0,11.0,0.0,1.0,1.0,0.0,13.0
3449,0.0,14.0,2.0,1.0,0.0,4.116729297,0.0,7.0,0.0,1.0,1.0,0.0,817.0
1713,0.0,13.0,2.0,0.0,0.0,4.932694326,0.0,2.0,0.0,1.0,1.0,1.0,5.0
3082,2.0,27.0,3.0,0.0,0.0,4.218870596,0.0,2.0,0.0,1.0,1.0,1.0,15.0
1790,0.0,17.0,1.0,0.0,0.0,4.254830815,0.0,9.0,0.0,1.0,1.0,1.0,4.0
2293,0.0,17.0,2.0,0.0,0.0,3.938721876,0.0,15.0,0.0,1.0,1.0,2.0,51.0
1371,0.0,19.0,3.0,0.0,0.0,4.653780972,0.0,6.0,0.0,1.0,1.0,1.0,17.0
2631,3.0,43.0,3.0,0.0,0.0,4.439037035,0.0,2.0,0.0,1.0,1.0,1.0,16.0
2147,2.0,27.0,1.0,0.0,0.0,4.249014337,0.0,6.0,0.0,1.0,2.0,2.0,182.0
409,0.0,25.0,2.0,0.0,0.0,4.210764574,0.0,3.0,0.0,1.0,1.0,1.0,0.0
2062,0.0,20.0,1.0,0.0,0.0,3.79790269,0.0,2.0,0.0,1.0,1.0,1.0,13.0
2417,0.0,15.0,3.0,0.0,0.0,4.558050641,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2670,0.0,13.0,3.0,0.0,0.0,4.299896391,0.0,2.0,0.0,1.0,1.0,0.0,0.0
1843,0.0,16.0,4.0,4.0,0.0,4.886295693,1.0,47.0,0.0,1.0,1.0,3.0,573.0
951,2.0,36.0,3.0,0.0,0.0,4.411751854,0.0,2.0,0.0,1.0,1.0,1.0,16.0
1305,0.0,19.0,4.0,1.0,0.0,4.910196803,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1210,1.0,20.0,1.0,0.0,0.0,3.9677201,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2393,1.0,24.0,1.0,0.0,0.0,4.248495256,0.0,1.0,0.0,1.0,1.0,0.0,1.0
974,0.0,14.0,2.0,1.0,0.0,4.089676647,0.0,29.0,0.0,1.0,1.0,1.0,333.0
474,0.0,10.0,2.0,0.0,0.0,4.238859339,0.0,3.0,0.0,1.0,1.0,0.0,21.0
215,0.0,13.0,1.0,0.0,0.0,3.719294526,0.0,9.0,0.0,1.0,1.0,1.0,5.0
3445,2.0,29.0,1.0,0.0,0.0,3.959057082,0.0,2.0,0.0,1.0,1.0,1.0,18.0
500,1.0,15.0,1.0,0.0,0.0,3.823934896,0.0,2.0,0.0,1.0,1.0,1.0,15.0
1584,0.0,7.0,2.0,1.0,0.0,4.094640541,0.0,3.0,0.0,1.0,1.0,0.0,0.0
2287,0.0,18.0,2.0,0.0,0.0,4.286790199,0.0,0.0,0.0,1.0,1.0,1.0,3.0
1636,0.0,17.0,3.0,0.0,0.0,4.552298462,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2038,2.0,37.0,3.0,0.0,0.0,4.41255585,0.0,2.0,0.0,1.0,1.0,1.0,15.0
538,0.0,14.0,2.0,1.0,0.0,4.685254476,0.0,1.0,0.0,1.0,2.0,1.0,0.0
2460,0.0,25.0,2.0,0.0,0.0,4.309101316,0.0,0.0,0.0,1.0,1.0,0.0,23.0
1131,1.0,34.0,2.0,0.0,0.0,4.195846815,0.0,2.0,0.0,1.0,1.0,1.0,16.0
2065,1.0,24.0,1.0,0.0,0.0,4.054229297,0.0,2.0,0.0,1.0,1.0,2.0,39.0
3532,0.0,27.0,2.0,0.0,0.0,3.939829017,2.0,7.0,0.0,1.0,1.0,1.0,74.0
496,0.0,14.0,2.0,0.0,0.0,4.017917901,0.0,7.0,0.0,1.0,1.0,1.0,2053.0
311,1.0,15.0,1.0,0.0,0.0,4.110093478,0.0,3.0,0.0,1.0,1.0,1.0,9.0
131,1.0,25.0,2.0,0.0,0.0,4.161953224,0.0,2.0,0.0,1.0,1.0,1.0,18.0
251,0.0,14.0,2.0,0.0,0.0,4.011365042,0.0,11.0,0.0,1.0,1.0,0.0,147.0
3471,0.0,20.0,2.0,0.0,0.0,4.035991775,2.0,11.0,0.0,1.0,1.0,1.0,107.0
1315,1.0,34.0,3.0,0.0,0.0,4.940540794,0.0,1.0,0.0,1.0,1.0,1.0,26.0
2646,0.0,14.0,4.0,0.0,1.0,4.125871146,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2186,0.0,19.0,1.0,0.0,0.0,4.234799173,0.0,8.0,0.0,1.0,1.0,1.0,4.0
647,0.0,52.0,2.0,0.0,0.0,4.380813773,0.0,24.0,0.0,1.0,1.0,1.0,14.0
594,0.0,12.0,2.0,0.0,0.0,4.50221268,1.0,16.0,0.0,1.0,1.0,1.0,144.0
3115,0.0,16.0,2.0,0.0,0.0,4.043709206,1.0,4.0,0.0,0.0,0.0,0.0,2.0
810,0.0,13.0,10.0,0.0,0.0,3.177668721,0.0,2.0,0.0,1.0,1.0,1.0,0.0
2941,1.0,26.0,3.0,0.0,0.0,4.172404562,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2981,0.0,12.0,3.0,0.0,0.0,3.672905595,0.0,3.0,0.0,1.0,1.0,0.0,0.0
278,0.0,17.0,3.0,0.0,0.0,4.493473304,0.0,17.0,0.0,1.0,1.0,2.0,29.0
2409,0.0,24.0,3.0,0.0,0.0,4.391541407,0.0,2.0,0.0,1.0,1.0,1.0,16.0
29,0.0,16.0,2.0,1.0,0.0,4.232425614,0.0,16.0,0.0,1.0,1.0,0.0,12.0
2858,2.0,32.0,2.0,0.0,0.0,4.234308354,1.0,23.0,0.0,1.0,1.0,1.0,15.0
1733,0.0,17.0,2.0,0.0,0.0,3.938721876,0.0,12.0,0.0,1.0,1.0,1.0,34.0
2400,1.0,29.0,1.0,0.0,0.0,4.214432131,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2586,0.0,14.0,4.0,0.0,1.0,3.809397528,0.0,0.0,0.0,1.0,1.0,0.0,3.0
2288,2.0,34.0,3.0,0.0,0.0,4.214204862,0.0,2.0,0.0,1.0,1.0,1.0,15.0
2077,0.0,16.0,4.0,0.0,0.0,4.623796189,0.0,5.0,0.0,1.0,1.0,1.0,17.0
1879,1.0,25.0,4.0,0.0,0.0,4.511587797,0.0,51.0,0.0,1.0,1.0,1.0,35.0
147,0.0,22.0,3.0,1.0,0.0,4.467409061,0.0,42.0,0.0,1.0,1.0,2.0,4.0
659,0.0,14.0,2.0,0.0,0.0,4.07674143,0.0,7.0,0.0,1.0,1.0,1.0,104.0
2700,0.0,23.0,4.0,1.0,0.0,5.097304923,0.0,4.0,0.0,1.0,1.0,1.0,8.0
1976,1.0,34.0,3.0,0.0,0.0,4.91540072,0.0,1.0,0.0,1.0,1.0,1.0,26.0
2599,1.0,12.0,3.0,0.0,0.0,3.878928032,0.0,13.0,0.0,1.0,1.0,1.0,3.0
570,2.0,34.0,2.0,0.0,0.0,4.148717265,0.0,2.0,0.0,1.0,1.0,1.0,18.0
2484,0.0,17.0,1.0,0.0,0.0,4.305858944,0.0,9.0,0.0,1.0,1.0,1.0,4.0
46,2.0,26.0,2.0,0.0,0.0,4.204652545,0.0,2.0,0.0,1.0,1.0,1.0,15.0
649,0.0,23.0,6.0,0.0,1.0,4.61285147,0.0,5.0,0.0,1.0,1.0,1.0,3.0
1888,1.0,21.0,2.0,0.0,0.0,4.284900937,0.0,2.0,0.0,1.0,1.0,1.0,92.0
868,2.0,22.0,2.0,0.0,0.0,4.188331132,3.0,35.0,0.0,1.0,1.0,5.0,217.0
890,0.0,43.0,3.0,0.0,0.0,4.103031224,0.0,2.0,0.0,1.0,2.0,0.0,0.0
1321,0.0,18.0,2.0,0.0,0.0,4.049999798,0.0,25.0,0.0,1.0,1.0,3.0,20.0
2458,3.0,45.0,2.0,0.0,0.0,4.001506193,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2857,0.0,18.0,2.0,0.0,0.0,4.797376059,0.0,12.0,0.0,1.0,1.0,2.0,5.0
827,1.0,22.0,1.0,0.0,0.0,4.066784213,0.0,13.0,0.0,1.0,1.0,1.0,2.0
2644,0.0,14.0,3.0,2.0,0.0,4.918722908,0.0,2.0,0.0,1.0,1.0,0.0,5.0
2814,0.0,12.0,1.0,0.0,0.0,4.271370634,0.0,9.0,0.0,1.0,1.0,1.0,4.0
1664,0.0,19.0,4.0,1.0,0.0,5.015862427,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2025,0.0,15.0,2.0,2.0,0.0,4.075931772,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33,0.0,13.0,3.0,0.0,1.0,3.919563347,1.0,21.0,0.0,1.0,1.0,1.0,123.0
1845,0.0,14.0,2.0,0.0,0.0,4.315667876,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1417,1.0,22.0,3.0,0.0,0.0,4.14591851,0.0,5.0,0.0,1.0,1.0,1.0,15.0
3104,1.0,23.0,1.0,0.0,0.0,4.082597923,0.0,2.0,0.0,1.0,1.0,1.0,13.0
1057,1.0,18.0,1.0,0.0,0.0,4.10390991,0.0,20.0,0.0,1.0,1.0,2.0,29.0
597,0.0,17.0,2.0,0.0,0.0,4.630387322,0.0,1.0,0.0,0.0,1.0,0.0,0.0
860,0.0,24.0,1.0,0.0,0.0,4.127283134,0.0,0.0,0.0,1.0,1.0,1.0,0.0
9,0.0,18.0,2.0,0.0,0.0,4.772055209,0.0,3.0,0.0,1.0,1.0,0.0,2.0
2140,0.0,14.0,3.0,0.0,0.0,5.276035587,0.0,5.0,0.0,1.0,0.0,0.0,0.0
1986,2.0,29.0,1.0,0.0,0.0,4.177566232,0.0,3.0,0.0,1.0,1.0,1.0,0.0
789,0.0,21.0,1.0,0.0,0.0,4.113206053,1.0,23.0,0.0,1.0,1.0,1.0,3.0
2312,0.0,17.0,3.0,2.0,0.0,4.861143484,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2198,2.0,32.0,1.0,0.0,0.0,4.005152233,0.0,2.0,0.0,1.0,1.0,1.0,15.0
3233,0.0,12.0,3.0,0.0,1.0,4.211260736,0.0,3.0,0.0,1.0,1.0,2.0,25.0
1244,0.0,17.0,3.0,0.0,0.0,4.770205139,0.0,5.0,0.0,1.0,1.0,1.0,3.0
3343,0.0,33.0,2.0,0.0,0.0,4.032666277,0.0,5.0,0.0,1.0,1.0,3.0,4.0
